id_produto,nome_produto,categoria,preco_atual,ativo,qtd_vendida_total,qtd_vendida_30d,qtd_vendida_90d,receita_total,receita_30d,qtd_tickets_associados,qtd_tickets_30d,taxa_problema,qtd_avaliacoes,nota_media,pct_recomendam,qtd_visualizacoes,qtd_carrinho,taxa_conversao,classificacao,data_referencia_calculo
PROD-0477,Mesa de Jardim,Moveis,651.00,true,347,5,15,183826.89,2346.91,10,0,0.0288,60,3.78,71.67,114,131,3.0439,Top Vendedor,2026-05-22
PROD-0478,Rede de Descanso,Moveis,,false,1490,1,74,121678.62,76.46,34,0,0.0228,254,3.74,80.71,114,134,13.0702,Estavel,2026-05-22
PROD-0479,Cadeira Alta para Bebe,Moveis,620.00,true,269,4,9,134713.86,1832.44,11,0,0.0409,36,3.83,86.11,133,137,2.0226,Estavel,2026-05-22
PROD-0480,Mesa de Cabeceira,Moveis,-100.00,false,1647,9,43,131420.86,629.24,67,0,0.0407,260,3.66,77.69,118,141,13.9576,Estavel,2026-05-22
PROD-0481,Aparador de Sala,Moveis,339.00,true,321,7,24,91329.74,1740.68,10,0,0.0312,54,3.83,77.78,108,121,2.9722,Estavel,2026-05-22
PROD-0482,Cristaleira 3 Portas,Moveis,1080.00,true,254,5,16,213317.16,3844.58,6,0,0.0236,41,3.68,80.49,120,118,2.1167,Top Vendedor,2026-05-22
PROD-0483,Estante Gamer,Moveis,1148.00,true,207,4,22,197423.68,3325.53,11,0,0.0531,33,3.55,72.73,124,133,1.6694,Top Vendedor,2026-05-22
PROD-0484,Bancada de Trabalho,Moveis,643.00,false,330,4,18,168456.80,1985.42,11,0,0.0333,58,3.40,63.79,120,138,2.7500,Top Vendedor,2026-05-22
PROD-0485,Armario de Ferramentas,Moveis,828.00,true,221,3,3,146115.80,1893.17,12,0,0.0543,39,3.79,74.36,105,135,2.1048,Top Vendedor,2026-05-22
PROD-0486,Gaveteiro com Rodas,Moveis,739.00,true,334,5,19,193311.28,2517.55,15,0,0.0449,70,3.81,84.29,131,114,2.5496,Top Vendedor,2026-05-22
PROD-0487,Nicho Decorativo Kit 3,Moveis,177.00,true,705,17,49,101712.41,2233.29,27,0,0.0383,124,3.58,71.77,114,116,6.1842,Top Vendedor,2026-05-22
PROD-0488,Mesa Dobravek,Moveis,310.00,false,344,8,16,86178.87,1684.78,12,0,0.0349,52,3.67,75.00,128,141,2.6875,Estavel,2026-05-22
PROD-0489,Cadeira Dobravek,Moveis,298.00,true,816,3,48,199906.16,669.00,26,0,0.0319,125,3.74,77.60,105,135,7.7714,Estavel,2026-05-22
PROD-0490,Banqueta Bar Alta,Moveis,429.00,true,348,0,29,122688.47,0.00,9,0,0.0259,58,3.78,75.86,110,122,3.1636,Estavel,2026-05-22
PROD-0491,Banco de Madeira,Moveis,303.00,true,327,5,21,77308.62,1151.40,8,0,0.0245,45,3.52,71.11,121,126,2.7025,Estavel,2026-05-22
PROD-0492,Mesa de Canto Redonda,Moveis,246.00,false,765,4,52,154880.49,706.33,18,0,0.0235,136,3.69,74.26,126,117,6.0714,Estavel,2026-05-22
PROD-0493,Sofa Modular,Moveis,4560.00,false,109,0,7,415740.55,0.00,1,0,0.0092,21,3.10,71.43,135,136,0.8074,Estavel,2026-05-22
PROD-0494,Aspirador de Pó Sem Fio,Sem categoria,451.00,true,361,1,13,129567.38,334.02,9,0,0.0249,54,3.61,77.78,111,145,3.2523,Estavel,2026-05-22
PROD-0495,Cama de Casal Queen Size,Moveis,3690.00,true,124,5,5,378137.34,11939.73,1,0,0.0081,26,3.81,80.77,115,126,1.0783,Top Vendedor,2026-05-22
PROD-0496,Kit Churrasco 10 Pecas,Casa,109.00,true,635,4,22,58064.68,285.14,19,0,0.0299,126,3.73,77.78,107,143,5.9346,Estavel,2026-05-22
PROD-0497,Smartphone Pro Max 512GB,Eletronicos,3614.00,true,7260,29,193,20161791.47,72852.03,573,0,0.0789,1174,3.52,70.70,110,125,66.0000,Problematico,2026-05-22
PROD-0498,Mochila de Hidratacao,Esportes,300.00,true,717,4,29,170558.38,208.96,13,0,0.0181,122,3.63,76.23,102,123,7.0294,Estavel,2026-05-22
PROD-0499,Perfume Importado 200ml,Beleza,220.00,true,766,12,25,141027.93,1908.45,23,0,0.0300,128,3.68,77.34,117,115,6.5470,Top Vendedor,2026-05-22
PROD-0500,Suporte Veicular Magnetico,Automotivo,90.00,false,1558,7,73,120622.56,510.77,45,0,0.0289,289,3.64,71.97,113,128,13.7876,Estavel,2026-05-22
PROD-0501,Boneca de Pano 35cm,Brinquedos,64.00,true,1402,12,51,71112.83,558.49,41,0,0.0292,232,3.74,77.59,0,0,,Estavel,2026-05-22
PROD-0502,Mesa Escritorio em L,Moveis,728.00,true,304,0,22,173620.58,0.00,11,0,0.0362,53,3.69,69.81,0,0,,Estavel,2026-05-22
PROD-0503,Tablet Infantil 7 Polegadas,Eletronicos,676.00,true,3862,19,61,2083057.06,6731.18,318,0,0.0823,632,3.51,69.78,0,0,,Problematico,2026-05-22
PROD-0504,Vestido de Festa Longo,Vestuario,0.00,true,1494,11,80,115638.94,820.62,42,0,0.0281,240,3.65,77.50,0,0,,Estavel,2026-05-22
PROD-0505,Kit Churrasco Eletrico,Casa,0.00,true,1470,28,97,118015.39,2027.10,47,0,0.0320,261,3.65,74.33,0,0,,Top Vendedor,2026-05-22
PROD-0506,Sapatilha Feminina,Vestuario,137.00,true,736,15,51,76057.50,1422.99,20,0,0.0272,120,3.65,75.83,0,0,,Estavel,2026-05-22
PROD-0507,Câmera de Acao 4K,Eletronicos,1400.00,true,8643,62,378,9298446.55,59631.77,275,0,0.0318,1418,3.70,75.95,0,0,,Top Vendedor,2026-05-22
PROD-0508,Kit Yoga Completo,Esportes,184.00,false,759,18,26,109202.27,1920.60,21,0,0.0277,124,3.69,78.23,0,0,,Top Vendedor,2026-05-22
PROD-0509,Creme Corporal Premium,Beleza,101.00,false,784,8,23,65915.14,624.47,30,0,0.0383,143,3.74,74.83,0,0,,Estavel,2026-05-22
PROD-0510,Suporte para Moto,Automotivo,107.00,true,743,0,23,66643.77,0.00,16,0,0.0215,129,3.84,82.95,0,0,,Estavel,2026-05-22
PROD-0511,Fantoche Kit 6 Personagens,Brinquedos,163.00,true,772,3,26,98222.81,356.22,23,0,0.0298,120,3.79,77.50,0,0,,Estavel,2026-05-22
PROD-0512,Rack Suspenso para TV,Moveis,622.00,false,270,0,9,136514.87,0.00,12,0,0.0444,51,3.90,86.27,0,0,,Estavel,2026-05-22
PROD-0513,Smart TV 65 Polegadas,Eletronicos,-100.00,true,4801,74,512,374694.94,5244.89,202,0,0.0421,731,3.67,72.78,0,0,,Top Vendedor,2026-05-22
PROD-0514,Conjunto Esportivo Feminino,Vestuario,-100.00,false,1344,15,63,104812.42,803.15,48,0,0.0357,229,3.75,78.17,0,0,,Estavel,2026-05-22
PROD-0515,Difusor de Aromas,Casa,166.00,false,705,8,23,96820.31,968.31,21,0,0.0298,104,3.65,76.92,0,0,,Estavel,2026-05-22
PROD-0516,Velocipede Infantil,Brinquedos,236.00,true,771,3,16,148093.45,505.22,13,0,0.0169,132,3.61,73.48,0,0,,Estavel,2026-05-22
PROD-0517,Monitor Gamer 144Hz,Eletronicos,1233.00,true,7915,114,634,7403517.18,86231.70,297,0,0.0375,1338,3.69,76.16,0,0,,Top Vendedor,2026-05-22
